MEDICATION;ATC_CODE;CAT_MATCH;size;PIPE;INGREDIENT;STEP1;STEP2;STEP31;STEP32;STEP33;LEV1;LEV2;LEV3;TRUE12;TRUE123;TRUE13;TRUE23;MATCH;ATC_JOS_LVL1;ATC_CODE_LVL1;eval1;eval2;eval31;eval32;eval33;correct;level;kommentar;Kommentar Apotheke
"[3 - Cyclophosphamid n. IMPROVE, Trägerlösung]GLUCOSE Inf.-Lösung 5 über 1h";;No Match;85;0;;;;L01AA01;D01AE14;V03AE17;94;55.0;53.0;0;0;0;0;0;L;;;;1;0;0;0;5;;
Nalbufin-hydrochlorid (i.v.) 10 mg/mL Inf. 15-20 min LM=TL:NaCl 0,9%;N02AF02;Fuzzy Match;85;0;;;;B05XB01;S01BA02;H02AB09;71;57.0;54.0;0;0;0;0;2;B;N;;;0;0;0;N02AF02;5;;
"Ern. ent: Sonde hochkalorisch 1,5kcal/ml, ballaststoffhaltig; 750kcal";;No Match;85;0;;;;J07BC01;G04BD04;;55;54.0;;0;0;0;0;0;J;;;;0;0;;nomed;nomed;;Ernährung, no med, Fresubin energy fibre Easybag 500ml 500.00 ml, 
BGA unter aktuellem Flow;;No Match;84;0;;;;S01XC07;D03AP01;;50;49.0;;0;0;0;0;0;S;;;;0;0;;nomed;nomed;;
LASIX 250 mg Infusionslösung in einer Ampulle | (Furosemid);;No Match;84;1;furosemid;C03CA01;;C03CA01;;;67;;;0;0;1;0;0;C;;1;;1;;;0;5;;
RISPERDAL Quicklet 1 mg Schmelztabletten | (Risperidon);;No Match;84;1;risperidon;N05AX08;;N05AX08;;;82;;;0;0;1;0;0;N;;1;;1;;;0;5;;
TIMONIL retard Tabl. | (Carbamazepin);;No Match;84;1;carbamazepin;N03AF01;;N03AF01;;;88;;;0;0;1;0;0;N;;1;;1;;;0;5;;
CETIRIZIN HEXAL Filmtabl. b. Allergien | (Cetirizin);;No Match;84;1;cetirizin;R06AE07;;R06AE07;;;77;;;0;0;1;0;0;R;;1;;1;;;0;5;;
Memantin 20 mg;;No Match;84;0;;;;L01XA03;D07AC18;;63;60.0;;0;0;0;0;0;L;;;;0;0;;N06DX01;5;;
Spironolacton 25 mg;;No Match;83;0;;;;C03DA01;R03CC13;;84;63.0;;0;0;0;0;0;C;;;;1;0;;0;5;;
NITREPRESS 20 Tabletten | (Nitrendipin);;No Match;83;1;nitrendipin;C08CA08;;C08CA08;;;44;;;0;0;1;0;0;C;;1;;1;;;0;5;;
MIRTAZAPIN STADA 45 mg Filmtabletten | (Mirtazapin);;No Match;83;1;mirtazapin;N06AX11;;N06AX11;;;91;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Folverlan 5 mg;;No Match;83;0;;;;B03BB01;N02AB02;;96;53.0;;0;0;0;0;0;B;;;;1;0;;0;5;;
MORPHIN hameln Inj.Lösung Ampullen | (Morphin);;No Match;83;1;morphin;;;N02AA01;;;78;;;0;0;0;0;0;N;;;;1;;;0;5;;
Jatrosom;;No Match;83;0;;;N06AF04;N06AF04;;;100;;;0;0;0;1;0;N;;;1;1;;;0;5;;
"PARACETAMOL 10 mg/ml 1000 mg | (Paracetamol)d1-d3; Prämed. Alemtuzumab, Kurzinfusion";;No Match;83;1;"paracetamol) d1-d3; prämed. alemtuzumab, kurzinfusio";;;N02BE01;;;82;;;0;0;0;0;0;N;;;;1;;;0;5;;
Heparin 7500 IE;;No Match;83;0;;;;B01AB01;B01AD12;B06AC01;89;71.0;65.0;0;0;0;0;0;B;;;;1;0;0;0;5;ATC Code B01AB01 korrekt?;B01AB01
Clozapin;;No Match;83;0;;;N05AH02;N05AH02;;;100;;;0;0;0;1;0;N;;;1;1;;;0;5;;
TORASEMID STADA Tabletten | (Torasemid);;No Match;83;1;torasemid;C03CA04;;C03CA04;;;88;;;0;0;1;0;0;C;;1;;1;;;0;5;;
Ern. i.v: zentral SMOFKABIVEN 1600 kcal - 24h;;No Match;83;0;;;;B05BA10;;;64;;;0;0;0;0;0;B;;;;1;;;0;5;;
Furosemid in mg i.v.;;No Match;82;0;;;;C03CA01;;;75;;;0;0;0;0;0;C;;;;1;;;0;5;;
Candesartan 16 mg;;No Match;82;0;;;;C09CA06;;;79;;;0;0;0;0;0;C;;;;1;;;0;5;;
"ALEMTUZUMAB 12mg in 112ml NaCl | (Alemtuzumab)d1-d3; Fertiglsg. durch APO; Dauer mind. 4h";L04AA34;Fuzzy Match;82;1;"alemtuzumab) d1-d3; fertiglsg. durch apo; dauer mind. 4";;;L04AA34;L01AA03;N02CC05;62;60.0;59.0;0;0;0;0;1;L;L;;;1;0;0;0;5;ATC Code L04AA34 korrekt?;L04AA34
"ANE: PCA- Piritramid; Basalrate, Sperrzeit, Bolus Siehe USC Visitenprotokoll";;No Match;81;0;;;;N02AC03;C03CA04;;71;53.0;;0;0;0;0;0;N;;;;1;0;;0;5;Geht es hier nur um das Piritramid? Oder was sind das noch für Einträge? Dann ATC code N02AC03 korrekt?;N02AC03
Vitamin B1 300 mg;;No Match;81;0;;;;A11DA01;N07XB52;A11CC05;83;73.0;67.0;0;0;0;0;0;A;;;;1;0;0;0;5;;
HYDROCORTISON 10 mg Jenapharm Tabletten | (Hydrocortison);;No Match;81;1;hydrocortison;;;S01BA02;H02AB09;;81;81.0;;0;0;0;0;0;S;;;;0;1;;0;5;;
"[2 - Rtx low dose, Ranitidin]NATRIUMCHLORID Inf.Lsg.154";;No Match;81;0;;;;D08AC05;A02BC04;;53;50.0;;0;0;0;0;0;D;;;;0;0;;A02BA02;5;ATC Code A02BA02 korrekt?;A02BA02
Metformin;;No Match;81;0;;;A10BA02;A10BA02;;;100;;;0;0;0;1;0;A;;;1;1;;;0;5;;
ABILIFY 5 mg Tabletten | (Aripiprazol);;No Match;81;1;aripiprazol;N05AX12;;N05AX12;;;96;;;0;0;1;0;0;N;;1;;1;;;0;5;;
RIOPAN Magen Gel Stick-Pack | (Magaldrat);A02AD02;Fuzzy Match;81;1;magaldrat;A02AD02;A02AD02;A02AD02;;;100;;;1;1;1;1;1;A;A;1;1;1;;;0;5;;
"[4 - Wässerung nach CYP, Furosemid]E 153 (Vollelektrolytlösung) über 1 h";;No Match;81;0;;;;A01AB02;B02BC51;;51;48.0;;0;0;0;0;0;A;;;;0;0;;B05BB01;5;;
Dipidolor 7,5 mg;;No Match;81;0;;;;A07FA01;N05CD08;M01AE01;56;53.0;52.0;0;0;0;0;0;A;;;;0;0;0;N02AC03;5;ATC Code N02AC03 korrekt?;N02AC03
Prednisolon 100mg;;No Match;81;0;;;;H02AB06;;;86;;;0;0;0;0;0;H;;;;1;;;0;5;;
Lantus IE;;No Match;81;0;;;;A10AE04;A06AB02;;80;56.0;;0;0;0;0;0;A;;;;1;0;;0;5;;
Thiamin 100 mg;;No Match;80;0;;;;N02CC01;N06AA06;A12CD51;74;71.0;71.0;0;0;0;0;0;N;;;;0;0;0;A11DA01;5;ATC Code A11DA01 korrekt?;A11DA01
Novalgin gtt;;No Match;80;0;;;;N02BB02;G03CA03;G01AD03;80;56.0;56.0;0;0;0;0;0;N;;;;1;0;0;0;5;;
PROCORALAN 7,5 mg Filmtabletten | (Ivabradin);;No Match;80;1;ivabradin;C01EB17;;C01EB17;;;47;;;0;0;1;0;0;C;;1;;1;;;0;5;;
KCl-Infusionszusatz;;No Match;80;0;;;;N04BB01;L01XC14;;63;59.0;;0;0;0;0;0;N;;;;0;0;;B05XA01;5;Was wäre hier korrekt für ATC?;B05XA01
CEFTRIAXON 2,0 g Plv.z.Herst.Inf. Lsg in 50 ml NaCl über 30 min| (Ceftriaxon, Natrium-Ion);;No Match;80;1;ceftriaxon, natrium-ion;;;J01DD04;L04AA18;;77;65.0;;0;0;0;0;0;J;;;;1;0;;0;5;;
FOSFOMYCIN Eberth 3 g Granulat z.Her.e.Lsg.z.Einn. | (Fosfomycin);;No Match;80;1;fosfomycin;J01XX01;J01XX01;J01XX01;;;97;;;1;1;1;1;0;J;;1;1;1;;;0;5;;
ELEKTROLYT Inf.-Lsg. 154;;No Match;80;0;;;;B05BB02;B05BB01;;62;62.0;;0;0;0;0;0;B;;;;1;0;;0;5;ATC Code B05BB1 korrekt?;B05BB02
CEFUROXIM 1500 mg Plv.Inf.-Lsg.-Herst. in 50ml NaCl über 1h (Cefuroxim) bei GFR >50;;No Match;80;0;;;;J01DC02;;;84;;;0;0;0;0;0;J;;;;1;;;0;5;;
Bifiteral 20 ml;;No Match;80;0;;;;A06AD11;A11CA01;;77;67.0;;0;0;0;0;0;A;;;;1;0;;0;5;;
2 DTIC 400 mg/m²;;No Match;80;0;;;;L01AX04;J05AB01;;64;60.0;;0;0;0;0;0;L;;;;1;0;;0;5;ATC Code L01AX04 korrekt?;L01AX04
Loratadin 10mg;;No Match;80;0;;;;R06AX13;N06BA04;;100;77.0;;0;0;0;0;0;R;;;;1;0;;0;5;;
Klacid 500 mg;;No Match;80;0;;;;J01FA09;A12AA04;;63;59.0;;0;0;0;0;0;J;;;;1;0;;0;5;;
Telfast 180 mg;;No Match;80;0;;;;R06AX22;C09BB06;J04AB02;69;67.0;67.0;0;0;0;0;0;R;;;;0;0;0;R06AX26;5;;
ACC 600;;No Match;79;0;;;;J05AB01;;;71;;;0;0;0;0;0;J;;;;0;;;R05CB01;5;;
BEZAFIBRAT HEXAL 400 mg retard Tabl. | (Bezafibrat);;No Match;79;1;bezafibrat;C10AB02;;C10AB02;;;86;;;0;0;1;0;0;C;;1;;1;;;0;5;;
BISOPROLOL ratiopharm 1,25 mg Filmtabletten | (Bisoprolol);;No Match;79;1;bisoprolol;;;C07AB07;;;96;;;0;0;0;0;0;C;;;;1;;;0;5;;
CLEXANE 7.000 I.E. 70mg/0,7ml ILO F.Sp.+Sich-Sys. | (Enoxaparin natrium);;No Match;79;1;enoxaparin natrium;B01AB05;;B01AB05;;;79;;;0;0;1;0;0;B;;1;;1;;;0;5;;
PREGABALIN-ratiopharm Hartkapseln | (Pregabalin);;No Match;79;1;pregabalin;N03AX16;;N03AX16;;;89;;;0;0;1;0;0;N;;1;;1;;;0;5;;
FALITHROM 3mg Filmtabletten | (Phenprocoumon);;No Match;79;1;phenprocoumon;B01AA04;;B01AA04;;;100;;;0;0;1;0;0;B;;1;;1;;;0;5;;
MCP;;No Match;79;0;;;A03FA01;A03FA01;;;100;;;0;0;0;1;0;A;;;1;1;;;0;5;;
Metoprolol 95 mg;;No Match;79;0;;;;C07AB02;V04CD01;;77;58.0;;0;0;0;0;0;C;;;;1;0;;0;5;;
Lasix 40mg;;No Match;79;0;;;;N06BA12;B01AC04;C03CA01;73;73.0;72.0;0;0;0;0;0;N;;;;0;0;1;0;5;;
FOLVERLAN Tabletten | (Folsäure);;No Match;79;1;folsäure;B03BB01;;B03BB01;;;82;;;0;0;1;0;0;B;;1;;1;;;0;5;;
Novamin 500 mg;;No Match;79;0;;;;N02BB02;G04BA04;B02BD04;77;69.0;69.0;0;0;0;0;0;N;;;;1;0;0;0;5;;
THIAMAZOL 5 mg Henning Filmtabletten | (Thiamazol);;No Match;79;1;thiamazol;H03BB02;;H03BB02;;;78;;;0;0;1;0;0;H;;1;;1;;;0;5;;
TELMISARTAN HEXAL 40 mg Tabletten | (Telmisartan);;No Match;79;1;telmisartan;C09CA07;C09CA07;C09CA07;;;95;;;1;1;1;1;0;C;;1;1;1;;;0;5;;
Trazodon Tabletten;;No Match;78;0;;;;N05BB01;C01EP01;A16AA05;67;67.0;67.0;0;0;0;0;0;N;;;;0;0;0;N06AX05;5;;
ZYPREXA 5 mg überzogene Tabletten | (Olanzapin);;No Match;78;1;olanzapin;N05AH03;;N05AH03;;;96;;;0;0;1;0;0;N;;1;;1;;;0;5;;
LITHIUM APOGEPHA Tabletten | (Lithium-Ion, Lithium-Ion);;No Match;78;1;lithium-ion, lithium-ion;;;G03CA04;N05BB01;N02AJ06;62;60.0;59.0;0;0;0;0;0;G;;;;0;0;0;N05AN01;5;ATC Code?;N05AN01
HALDOL Janssen Tropfen zum Einnehmen | (Haloperidol);;No Match;78;1;haloperidol;N05AD01;;N05AD01;;;88;;;0;0;1;0;0;N;;1;;1;;;0;5;;
MIRTAZAPIN Filmtabletten | (Mirtazapin);;No Match;78;1;mirtazapin;N06AX11;;N06AX11;;;65;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Esomeprazol 40 mg;;No Match;78;0;;;;A02BC05;D08AX05;A02BC01;80;61.0;58.0;0;0;0;0;0;A;;;;1;0;0;0;5;;
Reducto spezial;;No Match;78;0;;;;G04BC50;M01AB05;;100;50.0;;0;0;0;0;0;G;;;;1;0;;0;5;;
FEXOFENADERM 180 mg Filmtabletten | (Fexofenadin);R06AX26;Fuzzy Match;78;1;fexofenadin;R06AX26;;R06AX26;;;62;;;0;0;1;0;1;R;R;1;;1;;;0;5;;
SMOFKABIVEN zentral 2200 kcal;;No Match;78;0;;;;B05BA10;;;88;;;0;0;0;0;0;B;;;;1;;;0;5;;
Granocyte 34;;No Match;78;0;;;L03AA10;L03AA10;C01DX12;;100;53.0;;0;0;0;1;0;L;;;1;1;0;;0;5;;
CARVEDILOL HEXAL 25 mg Tabletten | (Carvedilol);;No Match;78;1;carvedilol;C07AG02;C07AG02;C07AG02;;;95;;;1;1;1;1;0;C;;1;1;1;;;0;5;;
Dexamethason 8mg;;No Match;78;0;;;H02AB02;H02AB02;;;100;;;0;0;0;1;0;H;;;1;1;;;0;5;;
TOREM 200 Tabletten | (Torasemid);;No Match;78;1;torasemid;C03CA04;;C03CA04;;;100;;;0;0;1;0;0;C;;1;;1;;;0;5;;
D) RANITIDIN  1 Ampulle als Bolus | (Ranitidin);;No Match;78;1;ranitidin;;;A12CD51;N06BA04;C08CA05;59;58.0;57.0;0;0;0;0;0;A;;;;0;0;0;A02BA02;5;ATC Code A02BA02 korrekt?;A02BA02
"[ACC vor KM Applikation]NATRIUMCHLORID Inf.Lsg.154 über 10h";;No Match;77;0;;;;R05CB01;N05BA06;V04CA03;58;57.0;54.0;0;0;0;0;0;R;;;;1;0;0;0;5;Geht es hier um das ACC als Wirkstoff? Wäre dann ja R05CB01 oder?; R05CB01
METFORMIN HEXAL Filmtabletten | (Metformin);;No Match;77;1;metformin;A10BA02;;A10BA02;;;83;;;0;0;1;0;0;A;;1;;1;;;0;5;;
Schwedentabletten;;No Match;77;0;;;;N02AJ06;V03AX10;;62;57.0;;0;0;0;0;0;N;;;;0;0;;V06XX02;5;Welcher ATC Code?;V06XX02
Antabus;;No Match;77;0;;;;A09AA57;A02BC01;V04BA01;57;55.0;53.0;0;0;0;0;0;A;;;;0;0;0;N07BB01;5;ATC Code N07BB01 korrekt?;N07BB01
Inhalation mit Sole;;No Match;77;0;;;;R03AC02;R04AX01;R07AX01;64;59.0;59.0;0;0;0;0;0;R;;;;0;0;0;B05BB11;5;was ist das?;B05BB11 
DIAZEPAM 10 mg ROTEXMEDICA Injektionslösung | (Diazepam);;No Match;77;1;diazepam;N05BA01;;N05BA01;;;73;;;0;0;1;0;0;N;;1;;1;;;0;5;;
INEGY 10 mg/10 mg Tabletten | (Ezetimib);;No Match;77;1;ezetimib;;;C10BA02;C10AX09;;85;33.0;;0;0;0;0;0;C;;;;1;0;;0;5;;
LISINOPRIL Teva 2,5 mg Tabletten | (Lisinopril);;No Match;77;1;lisinopril;C09AA03;;C09AA03;;;83;;;0;0;1;0;0;C;;1;;1;;;0;5;;
FINASTERID STADA 5 mg Filmtabletten | (Finasterid);;No Match;77;1;finasterid;G04CB01;G04CB01;G04CB01;;;95;;;1;1;1;1;0;G;;1;1;1;;;0;5;;
CANDESARTAN HEXAL Tabletten | (Candesartan);;No Match;77;1;candesartan;;;C09CA06;;;89;;;0;0;0;0;0;C;;;;1;;;0;5;;
"[Prednisolon]NATRIUMCHLORID Inf.Lsg.154 | (Natrium-Ion, Chlorid-Ion)";;No Match;77;1;natrium-ion, chlorid-ion;;;B05BB11;B05XA03;;70;68.0;;0;0;0;0;0;B;;;;1;0;;0;5;;
"[Inhalation - Trägerlösung für Atrovent]NACL 0,9%";;No Match;77;0;;;;R04AX01;R03AC02;R03AL01;70;65.0;61.0;0;0;0;0;0;R;;;;0;0;0;unspec;unspec;ATC Code möglich?;Atrovent wäre R03BB01, aber nicht eindeutig
OLIMEL Peripher 2,5% 700 kcal;;No Match;76;0;;;;B05BA10;;;69;;;0;0;0;0;0;B;;;;1;;;0;5;;
SEVREDOL 10 mg Filmtabletten | (Morphin);;No Match;76;1;morphin;;;N02AA01;;;96;;;0;0;0;0;0;N;;;;1;;;0;5;;
Moxonidin;;No Match;76;0;;;C02AC05;C02AC05;;;100;;;0;0;0;1;0;C;;;1;1;;;0;5;;
Zolpidem 10mg;N05CF02;Fuzzy Match;76;0;;;;N05CF02;D11AH04;S01EC04;100;71.0;69.0;0;0;0;0;1;N;N;;;1;0;0;0;5;;
LEVODOPA ratioph.comp.200mg/50mg Retardtabletten | (Carbidopa);;No Match;76;1;carbidopa;;;N04BA10;;;75;;;0;0;0;0;0;N;;;;1;;;0;5;;
Entresto 24/26mg;;No Match;76;0;;;;C09DX04;;;94;;;0;0;0;0;0;C;;;;1;;;0;5;;
"[5 - Rtx low dose] Rituximab inNATRIUMCHLORID Inf.Lsg.154 über 10h";;No Match;76;0;;;;A10BK01;M01CX01;L01EX10;50;50.0;50.0;0;0;0;0;0;A;;;;0;0;0;L01XC02;5;Ist der ATC Code L01XC02 für Rituximab korrekt?;L01FA01
PANTOPRAZOL;;No Match;76;0;;;A02BC02;A02BC02;;;100;;;0;0;0;1;0;A;;;1;1;;;0;5;;
Lactulose;;No Match;76;0;;;;A07FA01;C03DA01;;62;57.0;;0;0;0;0;0;A;;;;0;0;;A06AD11;5;;
TOREM 10 mg;;No Match;76;0;;;;L04AC16;N05BA06;C03CA04;75;73.0;71.0;0;0;0;0;0;L;;;;0;0;1;0;5;;
Metronidazol 500mg;;No Match;76;0;;;;J01XD01;P01AB01;N03AD01;80;80.0;71.0;0;0;0;0;0;J;;;;1;0;0;0;5;;
Dekristol 20.000IE;;No Match;76;0;;;;A11CC05;;;83;;;0;0;0;0;0;A;;;;1;;;0;5;;
Simvastatin 20mg;;No Match;76;0;;;;C10BA02;C10AA01;;100;100.0;;0;0;0;0;0;C;;;;0;0;;C10AA01;5;;
Aciclovir DOSIS_UNTEN_ANPASSEN (5mg/kg KG);;No Match;76;0;;;;N05BE01;J05AB01;;55;54.0;;0;0;0;0;0;N;;;;0;1;;0;5;Tabletten oder Creme? Ist das J05AB01?;J05AB01
DEXA 8 mg Injekt Jenapharm Ampullen | (Dexamethason 21-dihydrogenphosphat, Dexamethason);;No Match;75;1;dexamethason 21-dihydrogenphosphat, dexamethason;;;S01BA01;H02AB02;;67;62.0;;0;0;0;0;0;S;;;;0;1;;0;5;;
PARACETAMOL B.Braun 10mg/ml 500mg Infusionslsg. | (Paracetamol);;No Match;75;1;paracetamol;N02BE01;;N02BE01;;;100;;;0;0;1;0;0;N;;1;;1;;;0;5;;
NaCl 0.9%;;No Match;75;0;;;;B05CB01;H01BA02;;100;57.0;;0;0;0;0;0;B;;;;0;0;;B05BB11;5;ATC Code B05CD01 korrekt?;B05BB11 
FENISTIL Dragees | (Dimetinden);;No Match;75;1;dimetinden;;;R06AB03;D04AA13;;100;100.0;;0;0;0;0;0;R;;;;1;0;;0;5;;
HUMAN ALBUMIN;;No Match;75;0;;;B05AA01;B05AA01;;;100;;;0;0;0;1;0;B;;;1;1;;;0;5;;
U-Status;;No Match;75;0;;;;G04CP06;N05CM21;G04BC01;55;50.0;50.0;0;0;0;0;0;G;;;;0;0;0;nomed;nomed;no_med?;no med
FLUVASTATIN HEXAL 80 mg Retardtabletten | (Fluvastatin);;No Match;75;1;fluvastatin;C10AA04;;C10AA04;;;92;;;0;0;1;0;0;C;;1;;1;;;0;5;;
Meropenem (Meronem) i.v. in [g];;No Match;75;0;;;;J01DH02;J04AB02;;65;53.0;;0;0;0;0;0;J;;;;1;0;;0;5;;
CLEXANE 4.000 I.E. 40 mg / 40ml (Enoxaparin natrium);;No Match;75;0;;;;B01AB05;;;79;;;0;0;0;0;0;B;;;;1;;;0;5;;
